section id,recording id,fixation id,start timestamp [ns],end timestamp [ns],duration [ms],fixation x [px],fixation y [px],azimuth [deg],elevation [deg]
b84e95f2-6d8b-40e5-ab30-af27b867a839,4bbf62fc-71fc-407c-8dd6-d476f6542689,98,2023-05-12 10:20:18.37473074,2023-05-12 10:20:18.97509074,60,661.818,284.962,8.304421886335293,17.66088416132924
b84e95f2-6d8b-40e5-ab30-af27b867a839,4bbf62fc-71fc-407c-8dd6-d476f6542689,99,2023-05-12 10:20:18.117465074,2023-05-12 10:20:18.525555074,408,613.829,320.425,4.539415810442189,15.03631657028921
b84e95f2-6d8b-40e5-ab30-af27b867a839,4bbf62fc-71fc-407c-8dd6-d476f6542689,100,2023-05-12 10:20:18.549448074,2023-05-12 10:20:18.981695074,432,635.584,312.228,6.223225882206812,15.638781897890189
b84e95f2-6d8b-40e5-ab30-af27b867a839,4bbf62fc-71fc-407c-8dd6-d476f6542689,101,2023-05-12 10:20:19.229596074,2023-05-12 10:20:19.621640074,392,523.42,311.596,-2.407654984202636,15.707688240293765
b84e95f2-6d8b-40e5-ab30-af27b867a839,4bbf62fc-71fc-407c-8dd6-d476f6542689,102,2023-05-12 10:20:19.645501074,2023-05-12 10:20:19.741516074,96,561.696,290.987,0.5409938117152631,17.262013363035855
b84e95f2-6d8b-40e5-ab30-af27b867a839,4bbf62fc-71fc-407c-8dd6-d476f6542689,103,2023-05-12 10:20:19.809515074,2023-05-12 10:20:20.357503074,547,454.807,383.065,-7.574510448760091,10.313708938945211
b84e95f2-6d8b-40e5-ab30-af27b867a839,4bbf62fc-71fc-407c-8dd6-d476f6542689,104,2023-05-12 10:20:20.441565074,2023-05-12 10:20:20.905541074,463,555.801,332.709,0.0826156992661462,14.126752304041034
b84e95f2-6d8b-40e5-ab30-af27b867a839,4bbf62fc-71fc-407c-8dd6-d476f6542689,105,2023-05-12 10:20:21.157512074,2023-05-12 10:20:21.509604074,352,365.337,303.68,-14.59210519650076,16.137059474947204
b84e95f2-6d8b-40e5-ab30-af27b867a839,4bbf62fc-71fc-407c-8dd6-d476f6542689,106,2023-05-12 10:20:21.589488074,2023-05-12 10:20:22.157618074,568,563.143,281.504,0.6550831587637556,17.975005930114563
b84e95f2-6d8b-40e5-ab30-af27b867a839,4bbf62fc-71fc-407c-8dd6-d476f6542689,107,2023-05-12 10:20:22.277567074,2023-05-12 10:20:22.345562074,67,435.317,240.587,-9.378421698782002,20.96328017370103
b84e95f2-6d8b-40e5-ab30-af27b867a839,4bbf62fc-71fc-407c-8dd6-d476f6542689,108,2023-05-12 10:20:22.389467074,2023-05-12 10:20:22.449463074,59,534.161,264.627,-1.6007347382193278,19.241396278064368
