section id,recording id,fixation id,start timestamp [ns],end timestamp [ns],duration [ms],fixation x [px],fixation y [px],azimuth [deg],elevation [deg]
b84e95f2-6d8b-40e5-ab30-af27b867a839,4bbf62fc-71fc-407c-8dd6-d476f6542689,119,1683879629089479074,1683879629237571074,148,534.668,309.77,-1.5429449728162667,15.847758865069636
b84e95f2-6d8b-40e5-ab30-af27b867a839,4bbf62fc-71fc-407c-8dd6-d476f6542689,120,1683879629457532074,1683879629529448074,71,375.076,434.326,-13.524404688364138,6.43616181267292
b84e95f2-6d8b-40e5-ab30-af27b867a839,4bbf62fc-71fc-407c-8dd6-d476f6542689,121,1683879629557460074,1683879629697471074,140,393.445,429.712,-12.14806372572713,6.791219875264676
b84e95f2-6d8b-40e5-ab30-af27b867a839,4bbf62fc-71fc-407c-8dd6-d476f6542689,122,1683879629725499074,1683879629817512074,92,409.326,440.532,-10.94093186680304,5.993557302701826
b84e95f2-6d8b-40e5-ab30-af27b867a839,4bbf62fc-71fc-407c-8dd6-d476f6542689,123,1683879630045501074,1683879630105449074,59,545.209,329.799,-0.7286774191679636,14.344706949020718
b84e95f2-6d8b-40e5-ab30-af27b867a839,4bbf62fc-71fc-407c-8dd6-d476f6542689,124,1683879630529473074,1683879630721510074,192,581.87,351.207,2.070030845254495,12.735304967729208
b84e95f2-6d8b-40e5-ab30-af27b867a839,4bbf62fc-71fc-407c-8dd6-d476f6542689,125,1683879630753470074,1683879630849467074,95,538.723,335.889,-1.2240707359491199,13.88640123635434
b84e95f2-6d8b-40e5-ab30-af27b867a839,4bbf62fc-71fc-407c-8dd6-d476f6542689,126,1683879630873463074,1683879631165473074,292,563.168,335.188,0.6462891332595475,13.940442701903054
b84e95f2-6d8b-40e5-ab30-af27b867a839,4bbf62fc-71fc-407c-8dd6-d476f6542689,127,1683879631365457074,1683879632241492074,876,580.807,304.656,2.011843943438953,16.232230288781714
b84e95f2-6d8b-40e5-ab30-af27b867a839,4bbf62fc-71fc-407c-8dd6-d476f6542689,128,1683879632277489074,1683879632877483074,599,507.683,310.787,-3.618955887401454,15.762347300639265
